year,ISO2 Code,AIP_SA_IX,ENSE_XDC_XDR_RATE,FIMM_PA,LUR_PT,PCPI_IX,RAFAGOLDV_OZT,RAXG_USD,TMG_CIF_XDC,TXG_FOB_XDC,ISO Code
1990-01-01,BR,,8.54693438802243E-06,49023.3720998911,,0.000173730928277776,3.027,7807.7109334818,0.0116309427152226,0.0141212246170306,BRA
1990-02-01,BR,,1.46697615732788E-05,132334.739620928,,0.000305297327958838,2.876,7618.0756060626,0.0140538404970453,0.020217254806084,BRA
1990-03-01,BR,,2.01321170179302E-05,4180.64394365691,,0.000556831812447407,3.293,6051.14556026745,0.0292410047660182,0.0364152242995434,BRA
1990-04-01,BR,,2.42700524659966E-05,64.4041791872124,,0.000643251989013768,3.223,7587.95747684854,0.0306863430554726,0.0530211984541358,BRA
1990-05-01,BR,,2.63446599452058E-05,94.2704628168449,,0.000692074848725252,3.637,8611.55489313688,0.0379058046259916,0.0730468906377021,BRA
1990-06-01,BR,,2.93764803296681E-05,173.018864695666,,0.000773393731747028,3.752,8790.72503706842,0.036731165895788,0.0620341622164202,BRA
1990-07-01,BR,,3.42600616273901E-05,371.247619154776,,0.000873316218071095,3.974,9065.46386802502,0.0495176336396534,0.0887157689023281,BRA
1990-08-01,BR,,3.61222301599E-05,270.425116725952,,0.000985799291219443,4.524,8976.16705611686,0.0675231761643263,0.0950704940924878,BRA
1990-09-01,BR,,4.26494157562254E-05,446.867506561545,,0.00112785304241847,4.471,8456.50988720234,0.0670334802195811,0.0847368934595627,BRA
1990-10-01,BR,,5.56442927529746E-05,524.401220347251,,0.00128981269089114,4.79,8181.75713958679,0.0906731427676421,0.0960691215535979,BRA
1990-11-01,BR,,7.50785689363781E-05,776.570219317712,,0.00150663018859342,4.428,7064.4574968968,0.130876001174205,0.141986324839044,BRA
1990-12-01,BR,,9.15984330077171E-05,1082.84035188906,,0.0017844529024818,4.569,8238.52600759699,0.148606485592627,0.193632732531498,BRA
1991-01-01,BR,57.0226551098831,0.000114853954332849,886.928710604941,,0.00215472692951393,4.515,8122.6467961778,0.144997871064819,0.244899448687259,BRA
1991-02-01,BR,56.1041902855634,0.000115414615499848,121.459501503604,,0.00260119703377076,3.75,8402.67961247798,0.128789850668878,0.217822204142322,BRA
1991-03-01,BR,55.4348006678389,0.000116972463028442,180.956983207884,,0.00291133500383287,3.967,7221.1954736998,0.162796382610338,0.260128656398831,BRA
1991-04-01,BR,59.209846767797,0.000127123044556205,202.729066458364,,0.00305658926447629,3.229,7653.22549945027,0.192615156698623,0.329980382427775,BRA
1991-05-01,BR,60.229498394796,0.000138813720471002,199.105420110085,,0.0032837490183697,3.265,8497.92582461786,0.203066558499399,0.343946278275743,BRA
1991-06-01,BR,62.8214372634271,0.000149242244991121,224.975812327201,,0.00365116865846757,3.56,9112.62484423062,0.258601717064074,0.362333879221255,BRA
1991-07-01,BR,64.0512460959907,0.000168119119747946,306.192644331678,,0.00410424238208062,3.547,8810.25984899015,0.279026595444778,0.364557007287516,BRA
1991-08-01,BR,64.4871277075323,0.000191437201076884,478.431580855805,,0.00474575380511344,3.506,7990.50965305167,0.380971633836028,0.450630128838067,BRA
1991-09-01,BR,61.7784348358098,0.00023127969158065,772.19120892954,,0.00548755085413542,3.197,6828.90465116279,0.338977181674483,0.384178181752806,BRA
1991-10-01,BR,63.3118040764113,0.000320519175272588,1493.59537997559,,0.00659765693041027,2.491,7105.69536205742,0.616014512172908,0.670963897180609,BRA
1991-11-01,BR,59.521190776041,0.000421947919255515,2809.62184455776,,0.0082609457631699,2.033,7132.10221191285,0.701799505831641,0.787409202499191,BRA
1991-12-01,BR,55.8940330799987,0.000555943505778289,2494.26431918466,,0.0102195625039299,2.024,8675.94514011071,0.813634350345554,1.042205299841,BRA
1992-01-01,BR,56.0574886843268,0.000670439460630198,2035.50173817342,4.9,0.0128705462747548,3.01,10788.793104171,0.935723726302661,1.33101333538052,BRA
1992-02-01,BR,57.9956051356455,0.000818930020487689,1976.68973479209,6.4,0.0160006528594038,3.413,13169.4293857711,1.06204831830928,1.52862393810679,BRA
1992-03-01,BR,57.1160583123563,0.000991644843496693,1637.38666858862,6.2,0.0194248383570954,3.491,15844.4993141289,1.24842400195487,2.26663730467608,BRA
1992-04-01,BR,57.4663203216308,0.00119347600321767,1211.28428665115,5.9,0.0232962090006301,3.523,17314.2105963893,1.55827003857972,2.54908728566229,BRA
1992-05-01,BR,56.1508918868,0.00144663468678716,1099.11638487169,6.5,0.0290876541343526,2.832,19554.5549659997,1.93835212750716,3.31680310945062,BRA
1992-06-01,BR,57.1549763133868,0.00179374787764293,1257.734754609,,0.0349663683759186,1.764,21104.6432112547,2.44666303408443,4.02655162659244,BRA
